time	u_dot	v_dot	w_dot	p_dot	q_dot	r_dot	u	v	w	p	q	r	x	y	z	phi	theta	psi	X	Y	Z	K	M	N	pose_valid	pose_age	twist_valid	twist_age	wrench_valid	wrench_age
1764789229.196991920	-0.033765	0.049641	-0.001548	0.134733	0.211455	0.168969	-0.060058	0.007970	0.014480	0.010286	-0.030339	0.269527	0.443876	-0.236591	-1.174318	0.020094	-0.103214	-2.118249	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.009285	1	0.009468	1	0.018991
1764789229.207070827	-0.033862	0.048524	-0.001604	0.297544	0.282527	0.279415	-0.060058	0.007970	0.014480	0.010286	-0.030339	0.269527	0.443876	-0.236591	-1.174318	0.020094	-0.103214	-2.118249	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.000793	1	0.000611	1	0.020854
1764789229.217290401	-0.032454	0.048186	0.000104	0.306508	0.291039	0.287833	-0.059015	0.006648	0.016583	0.016325	-0.024604	0.275199	0.444587	-0.235616	-1.174061	0.019958	-0.103708	-2.112560	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.009122	1	0.009328	1	0.010635
1764789229.226775646	-0.031934	0.047753	-0.000123	-0.595107	-0.354003	-0.569333	-0.059015	0.006648	0.016583	0.016325	-0.024604	0.275199	0.444587	-0.235616	-1.174061	0.019958	-0.103708	-2.112560	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.000364	1	0.000157	1	0.001150
1764789229.238586187	-0.032180	0.047376	-0.001506	-0.630291	-0.374933	-0.602992	-0.058708	0.008424	0.015756	0.003652	-0.032143	0.263075	0.445411	-0.234650	-1.173872	0.019220	-0.104644	-2.107282	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.008915	1	0.009197	1	0.010661
1764789229.246882677	-0.032508	0.043439	-0.003064	0.000000	0.000000	0.000000	-0.058708	0.008424	0.015756	0.003652	-0.032143	0.263075	0.445411	-0.234650	-1.173872	0.019220	-0.104644	-2.107282	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.000618	1	0.000901	1	0.018957
1764789229.256826401	-0.033502	0.040488	-0.003221	0.197912	0.204034	1.396647	-0.058708	0.008424	0.015756	0.003652	-0.032143	0.263075	0.445411	-0.234650	-1.173872	0.019220	-0.104644	-2.107282	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.009325	1	0.009043	1	0.028901
1764789229.266971350	-0.034697	0.038591	-0.003598	0.660602	0.796339	0.770888	-0.060925	0.008729	0.017826	0.007628	-0.028044	0.291131	0.446178	-0.233679	-1.173620	0.018805	-0.105211	-2.101224	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.000658	1	0.000458	1	0.039046
1764789229.276786089	-0.035763	0.039030	-0.004089	0.762051	0.235622	-1.217275	-0.057782	0.005045	0.012279	0.016837	-0.016248	0.278461	0.446466	-0.233213	-1.173610	0.018784	-0.105305	-2.098567	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.000008	1	0.000003	1	0.048861
1764789229.287229300	-0.035970	0.039629	-0.004563	0.310102	-0.349672	-0.596971	-0.057215	0.002932	0.013868	0.023065	-0.023271	0.266472	0.447058	-0.232218	-1.173422	0.018832	-0.106006	-2.093467	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.009047	1	0.009270	1	0.041274
1764789229.296869755	-0.037783	0.037673	-0.005070	-0.812946	-1.367011	-0.237133	-0.057215	0.002932	0.013868	0.023065	-0.023271	0.266472	0.447058	-0.232218	-1.173422	0.018832	-0.106006	-2.093467	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.000594	1	0.000370	1	0.031633
1764789229.307077408	-0.037105	0.037288	-0.004421	-0.372850	-0.005792	0.609939	-0.064231	0.013244	0.016252	0.006930	-0.050403	0.261765	0.447630	-0.231696	-1.173306	0.018462	-0.106839	-2.090865	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.000039	1	0.000030	1	0.021426
1764789229.320429087	-0.037833	0.036292	-0.003726	0.369652	1.357461	0.959229	-0.058882	0.006643	0.016795	0.014281	-0.023407	0.280842	0.448173	-0.230737	-1.173075	0.018251	-0.106877	-2.084828	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.006198	1	0.006206	1	0.008074
1764789229.326964617	-0.037784	0.037377	-0.003450	-0.337661	-0.521532	-0.891328	-0.058882	0.006643	0.016795	0.014281	-0.023407	0.280842	0.448173	-0.230737	-1.173075	0.018251	-0.106877	-2.084828	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.000338	1	0.000330	1	0.001539
1764789229.338413000	-0.037674	0.038925	-0.002645	-0.305796	-0.472315	-0.807214	-0.057711	0.006454	0.012577	0.008209	-0.032786	0.264812	0.448531	-0.230236	-1.173050	0.017988	-0.107378	-2.082155	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.001337	1	0.001160	1	0.009910
1764789229.346822500	-0.038692	0.039517	-0.001812	0.018985	-0.129861	0.952671	-0.057711	0.006454	0.012577	0.008209	-0.032786	0.264812	0.448531	-0.230236	-1.173050	0.017988	-0.107378	-2.082155	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.009746	1	0.009569	1	0.018319
1764789229.357008934	-0.036786	0.040840	-0.002180	0.638523	0.624104	0.782033	-0.058975	0.005980	0.014607	0.008562	-0.035201	0.282528	0.449195	-0.229256	-1.172855	0.017539	-0.108199	-2.076393	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.000228	1	0.000218	1	0.028506
1764789229.366872787	-0.037135	0.038512	-0.002131	-0.313302	0.711870	-0.065962	-0.058021	0.005775	0.015061	0.021011	-0.020273	0.280492	0.449530	-0.228763	-1.172760	0.017572	-0.108303	-2.073548	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.000084	1	0.000081	1	0.038370
1764789229.376701355	-0.037788	0.040047	-0.001979	-0.840296	-0.041065	0.033256	-0.057192	0.009865	0.013539	0.002392	-0.021183	0.281229	0.450318	-0.227896	-1.172639	0.016640	-0.108837	-2.067922	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.009551	1	0.009752	1	0.048198
1764789229.389030695	-0.035598	0.039452	-0.000987	0.793515	-0.134568	0.109458	-0.057192	0.009865	0.013539	0.002392	-0.021183	0.281229	0.450318	-0.227896	-1.172639	0.016640	-0.108837	-2.067922	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.002779	1	0.002577	1	0.038317
1764789229.397441149	-0.034835	0.042558	0.001210	1.207805	0.332512	0.065326	-0.057092	0.003001	0.019121	0.018850	-0.023974	0.283499	0.450561	-0.227359	-1.172457	0.016680	-0.109150	-2.065079	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.001294	1	0.001152	1	0.029907
1764789229.408244371	-0.034562	0.044614	-0.000109	-1.021437	0.163675	-0.057946	-0.055884	0.000662	0.016020	0.025599	-0.014794	0.282484	0.450811	-0.226855	-1.172388	0.016695	-0.109254	-2.062227	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.002006	1	0.001587	1	0.019103
1764789229.420424700	-0.034592	0.042283	0.000204	-1.639794	-0.293931	-0.017188	-0.055837	0.008104	0.014643	-0.004627	-0.020212	0.282167	0.451618	-0.225997	-1.172241	0.015380	-0.109856	-2.056569	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.005821	1	0.006222	1	0.006923
1764789229.426676750	-0.033237	0.043445	0.001090	1.569286	0.129069	0.315029	-0.055837	0.008104	0.014643	-0.004627	-0.020212	0.282167	0.451618	-0.225997	-1.172241	0.015380	-0.109856	-2.056569	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.000431	1	0.000030	1	0.000671
1764789229.437443256	-0.033578	0.042615	0.000895	0.035172	0.358684	0.380852	-0.056210	0.004563	0.016948	0.022080	-0.018015	0.287529	0.451894	-0.225488	-1.172113	0.015544	-0.110058	-2.053649	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.001303	1	0.001149	1	0.010096
1764789229.446632624	-0.032748	0.046502	0.001219	-1.308398	0.249617	0.112646	-0.055227	0.007999	0.015250	-0.003925	-0.013054	0.289768	0.452607	-0.224612	-1.171959	0.014301	-0.110306	-2.047787	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.009445	1	0.009617	1	0.019285
1764789229.457318783	-0.029921	0.047638	0.001543	1.481192	0.199052	-1.274160	-0.055227	0.007999	0.015250	-0.003925	-0.013054	0.289768	0.452607	-0.224612	-1.171959	0.014301	-0.110306	-2.047787	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.001241	1	0.001069	1	0.029971
1764789229.466042757	-0.030718	0.047900	0.003079	1.464908	0.196863	-1.260152	-0.051530	0.003977	0.011173	0.024825	-0.009190	0.265036	0.452866	-0.224107	-1.171938	0.014618	-0.110410	-2.044948	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.001784	1	0.002268	1	0.038695
1764789229.476944685	-0.028903	0.047427	0.003733	-1.195270	-0.373150	1.129220	-0.051530	0.003977	0.011173	0.024825	-0.009190	0.265036	0.452866	-0.224107	-1.171938	0.014618	-0.110410	-2.044948	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.009118	1	0.008634	1	0.049525
1764789229.487823009	-0.028623	0.047955	0.004089	-1.320508	-0.412248	1.247537	-0.056076	0.008323	0.015889	-0.001208	-0.017318	0.289631	0.453588	-0.223195	-1.171683	0.013485	-0.110955	-2.039186	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.001692	1	0.001156	1	0.038647
1764789229.496659279	-0.027388	0.049709	0.002757	-0.122612	0.098144	-0.168184	-0.056076	0.008323	0.015889	-0.001208	-0.017318	0.289631	0.454262	-0.222242	-1.171465	0.012735	-0.111300	-2.033491	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.009426	1	0.009992	1	0.029810
1764789229.506923437	-0.026379	0.049187	0.002391	0.536419	0.112007	-0.328035	-0.056118	0.008574	0.016508	-0.003550	-0.015443	0.286418	0.454262	-0.222242	-1.171465	0.012735	-0.111300	-2.033491	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.000838	1	0.000117	1	0.019546
1764789229.517439604	-0.026192	0.051472	0.002867	0.689866	0.023165	-0.184335	-0.054376	0.006796	0.011813	0.009939	-0.014990	0.282814	0.454541	-0.221792	-1.171452	0.012658	-0.111480	-2.030701	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.001299	1	0.000822	1	0.009030
1764789229.526476383	-0.025038	0.048764	0.001790	0.961840	-0.152310	0.079743	-0.054376	0.006796	0.011813	0.009939	-0.014990	0.282814	0.454988	-0.220765	-1.171274	0.012991	-0.111976	-2.024946	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.010008	1	0.009859	1	0.000007
1764789229.537584305	-0.026283	0.048009	0.002726	-0.746753	0.339602	0.436481	-0.054465	0.002109	0.013463	0.029315	-0.018058	0.284420	0.454988	-0.220765	-1.171274	0.012991	-0.111976	-2.024946	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.001100	1	0.001097	1	0.011115
1764789229.546507597	-0.026810	0.045419	-0.000602	-1.465358	0.351050	-0.016763	-0.056235	0.010571	0.011154	-0.005019	-0.008187	0.291557	0.455413	-0.220323	-1.171248	0.012266	-0.111997	-2.021958	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.000012	1	0.000003	1	0.020038
